epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7214673757553101,9.999999747378752e-05,0.7529850006103516,0.94701087474823,0.21970611810684204
1,0.9191576242446899,9.999999747378752e-05,0.25084418058395386,0.95923912525177,0.12908491492271423
2,0.950067937374115,9.999999747378752e-05,0.16257192194461823,0.970108687877655,0.09431818127632141
3,0.9582201242446899,9.999999747378752e-05,0.13206881284713745,0.976902186870575,0.07742702215909958
4,0.9677309989929199,9.999999747378752e-05,0.10626088827848434,0.9741848111152649,0.06937189400196075
5,0.969089686870575,9.999999747378752e-05,0.09285038709640503,0.97826087474823,0.06072676554322243
6,0.9667119383811951,9.999999747378752e-05,0.09316759556531906,0.976902186870575,0.05902751162648201
7,0.9724864363670349,9.999999747378752e-05,0.07857637107372284,0.97826087474823,0.05389025807380676
8,0.976902186870575,9.999999747378752e-05,0.07135744392871857,0.98097825050354,0.05123810097575188
9,0.98267662525177,9.999999747378752e-05,0.06045383960008621,0.9823369383811951,0.04801933839917183
10,0.97995924949646,9.999999747378752e-05,0.06303825229406357,0.9836956262588501,0.04756370931863785
11,0.97826087474823,9.999999747378752e-05,0.06300406157970428,0.9823369383811951,0.04598434641957283
12,0.9806385636329651,9.999999747378752e-05,0.05282346531748772,0.9823369383811951,0.0442848727107048
13,0.9816576242446899,9.999999747378752e-05,0.05177825316786766,0.9836956262588501,0.044551920145750046
14,0.984714686870575,9.999999747378752e-05,0.04417676851153374,0.98097825050354,0.048150435090065
15,0.984375,4.999999873689376e-05,0.047107867896556854,0.9850543737411499,0.04266688972711563
16,0.9870923757553101,4.999999873689376e-05,0.03834306448698044,0.9850543737411499,0.04022631794214249
17,0.9898098111152649,4.999999873689376e-05,0.03330085054039955,0.9850543737411499,0.041328392922878265
18,0.9870923757553101,4.999999873689376e-05,0.040723804384469986,0.9850543737411499,0.03947565332055092
19,0.9898098111152649,4.999999873689376e-05,0.03469662740826607,0.9836956262588501,0.0406419076025486
