epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7136548757553101,9.999999747378752e-05,0.7565154433250427,0.95652174949646,0.19574424624443054
1,0.9290081262588501,9.999999747378752e-05,0.23914459347724915,0.976902186870575,0.1129738986492157
2,0.9398776888847351,9.999999747378752e-05,0.1800134927034378,0.9755434989929199,0.08709654957056046
3,0.9568614363670349,9.999999747378752e-05,0.13939610123634338,0.97826087474823,0.08379809558391571
4,0.9616168737411499,9.999999747378752e-05,0.11394604295492172,0.9823369383811951,0.06505417078733444
5,0.97044837474823,9.999999747378752e-05,0.09785516560077667,0.9836956262588501,0.058405403047800064
6,0.9714673757553101,9.999999747378752e-05,0.0900689959526062,0.9864130616188049,0.05449285730719566
7,0.9714673757553101,9.999999747378752e-05,0.08338520675897598,0.98777174949646,0.04825025424361229
8,0.981317937374115,9.999999747378752e-05,0.0648878887295723,0.9864130616188049,0.04614263400435448
9,0.977921187877655,9.999999747378752e-05,0.06618771702051163,0.9864130616188049,0.043803561478853226
10,0.976902186870575,9.999999747378752e-05,0.06501197069883347,0.98777174949646,0.04192778468132019
11,0.9786005616188049,9.999999747378752e-05,0.06083962693810463,0.98777174949646,0.043432462960481644
12,0.9816576242446899,9.999999747378752e-05,0.0514533556997776,0.98777174949646,0.037732407450675964
13,0.9884510636329651,9.999999747378752e-05,0.04559719190001488,0.98777174949646,0.03609374910593033
14,0.984714686870575,9.999999747378752e-05,0.046360716223716736,0.99048912525177,0.036957431584596634
15,0.9864130616188049,9.999999747378752e-05,0.04609496518969536,0.9850543737411499,0.04189329221844673
16,0.9867526888847351,4.999999873689376e-05,0.04231247678399086,0.98777174949646,0.03806684538722038
17,0.98607337474823,4.999999873689376e-05,0.040264297276735306,0.98777174949646,0.03658584505319595
18,0.98607337474823,2.499999936844688e-05,0.046675294637680054,0.99048912525177,0.03497152402997017
19,0.98607337474823,2.499999936844688e-05,0.04432199150323868,0.989130437374115,0.03393092378973961
