epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.748641312122345,9.999999747378752e-05,0.6748814582824707,0.9510869383811951,0.1968584656715393
1,0.926630437374115,9.999999747378752e-05,0.23904117941856384,0.9660326242446899,0.12440376728773117
2,0.94972825050354,9.999999747378752e-05,0.1546500027179718,0.976902186870575,0.1011323630809784
3,0.960597813129425,9.999999747378752e-05,0.13199861347675323,0.9850543737411499,0.07602649927139282
4,0.9633151888847351,9.999999747378752e-05,0.11540684849023819,0.9741848111152649,0.07963371276855469
5,0.9677309989929199,9.999999747378752e-05,0.09640498459339142,0.9836956262588501,0.059806425124406815
6,0.9741848111152649,9.999999747378752e-05,0.08353486657142639,0.98097825050354,0.06453259289264679
7,0.9765625,9.999999747378752e-05,0.07739967107772827,0.979619562625885,0.0524170957505703
8,0.9786005616188049,9.999999747378752e-05,0.07381828129291534,0.9850543737411499,0.049863629043102264
9,0.979619562625885,9.999999747378752e-05,0.06559862196445465,0.9864130616188049,0.04981501027941704
10,0.9786005616188049,9.999999747378752e-05,0.06449061632156372,0.98097825050354,0.05683763697743416
11,0.98267662525177,4.999999873689376e-05,0.055478502064943314,0.9850543737411499,0.049218062311410904
12,0.98267662525177,4.999999873689376e-05,0.05234510824084282,0.9864130616188049,0.04511260613799095
13,0.984375,4.999999873689376e-05,0.05012645572423935,0.98777174949646,0.04537223279476166
14,0.9850543737411499,4.999999873689376e-05,0.04811901971697807,0.9864130616188049,0.04349565878510475
15,0.985733687877655,4.999999873689376e-05,0.04842999577522278,0.9864130616188049,0.040977030992507935
16,0.9867526888847351,4.999999873689376e-05,0.047277845442295074,0.9864130616188049,0.039208367466926575
17,0.985733687877655,4.999999873689376e-05,0.042227428406476974,0.9864130616188049,0.039824478328228
18,0.98777174949646,4.999999873689376e-05,0.039644014090299606,0.9850543737411499,0.03922777995467186
19,0.9850543737411499,2.499999936844688e-05,0.04659169539809227,0.9864130616188049,0.041244834661483765
